Kingdom	Phylum	Class	Order	Family	Genus	Species
seq701	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq702	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq703	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq705	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	NA
seq706	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq711	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq713	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
seq714	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-009	NA
seq716	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
seq717	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	frankenforstense
seq718	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq719	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
seq724	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-009	NA
seq725	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq726	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq733	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	NA
seq736	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	faecicanis
seq737	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq740	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq741	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	NA
seq743	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NC2004_group	NA
seq745	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
seq748	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	NA
seq749	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq751	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq752	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
seq753	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq755	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
seq756	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	NA
seq758	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq759	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA	NA
seq762	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	NA
seq764	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq766	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	NA
seq769	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq770	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq771	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq772	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq774	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
seq775	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_Ga6A1_group	NA
seq776	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq778	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq781	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
seq782	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	pectinoschiza
seq783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
seq784	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq785	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	NA
seq786	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
seq789	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq792	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
seq793	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	NA
seq794	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq795	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	NA
seq797	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	colihominis
seq798	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq802	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	wadsworthensis
seq804	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
seq805	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
seq807	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella	ureilytica
seq808	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq810	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	NA
seq811	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum	NA
seq812	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	NA
seq814	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
seq815	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	NA
seq816	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	massiliensis
seq820	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	NA
seq822	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
seq823	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq825	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
seq827	Bacteria	Tenericutes	Mollicutes	T2WK15B57	NA	NA	NA
seq829	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq831	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
seq832	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	perfoetens
seq833	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq834	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
seq838	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	NA
seq839	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
seq840	Bacteria	NA	NA	NA	NA	NA	NA
seq841	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq842	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	NA
seq843	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	NA	NA
seq844	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
seq845	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq846	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella	NA
seq847	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	NA
seq848	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq854	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq856	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	NA
seq858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq859	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
seq860	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq861	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	intestinalis
seq862	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA
seq863	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq864	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq865	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq867	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq869	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	hadrus
seq871	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq873	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	jalaludinii
seq879	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
seq888	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq889	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq890	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
seq893	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
seq895	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella	NA
seq896	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	NA
seq900	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA
seq903	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq904	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	NA
seq905	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq907	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
seq910	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq912	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hydrogenotrophica
seq913	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	NA
seq914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq916	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq917	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	NA
seq918	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	NA
seq919	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	NA
seq920	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq923	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	NA
seq924	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq925	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
seq928	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
seq929	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq930	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq932	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
seq936	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq937	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	urinimassiliense
seq938	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq939	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brachymonas	NA
seq942	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-008	NA
seq945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq947	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	sedimentorum
seq948	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
seq949	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq951	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq952	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq956	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq957	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq958	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
seq960	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA
seq963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq964	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	NA
seq965	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
seq966	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
seq967	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
seq968	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq969	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq970	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	piriformis
seq977	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq979	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
seq981	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq983	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	ramosum
seq984	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq986	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
seq987	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	shahii
seq992	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq993	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
seq994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_3	NA
seq1002	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	NA
seq1004	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1008	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1009	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1015	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
seq1016	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	NA
seq1017	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
seq1019	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1020	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1022	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	NA
seq1023	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq1026	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	NA
seq1027	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_1	NA
seq1028	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	variabile
seq1030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1034	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
seq1036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-004	NA
seq1039	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	NA
seq1040	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	stationis
seq1042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
seq1044	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1050	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq1052	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	NA
seq1053	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq1054	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq1060	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq1064	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq1065	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
seq1066	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brachymonas	NA
seq1068	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	saccharivorans
seq1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1073	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	provenciensis
seq1074	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
seq1075	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	hominis
seq1078	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	F082	NA	NA
seq1079	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA
seq1082	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
seq1083	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1086	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA
seq1090	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
seq1091	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
seq1092	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	caccae
seq1094	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ercella	NA
seq1098	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1099	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	neonatale
seq1100	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA
seq1101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	NA
seq1102	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	NA
seq1103	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1106	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
seq1108	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
seq1114	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1115	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
seq1117	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
seq1119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1120	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
seq1121	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1123	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA
seq1124	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
seq1126	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq1127	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Kinneretia	NA
seq1129	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	NA
seq1131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
seq1132	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq1133	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA
seq1135	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	NA
seq1136	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_3	NA
seq1138	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	xylaniphila
seq1139	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
seq1140	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1141	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
seq1144	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	virosa
seq1145	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
seq1147	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
seq1148	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001	NA
seq1150	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parauberis
seq1151	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis
seq1152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	ihumii
seq1155	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	thermoaerophilus
seq1156	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA
seq1157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	NA
seq1160	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
seq1161	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	massiliensis
seq1162	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1168	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1169	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	DTU089	NA
seq1172	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1173	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechloromonas	NA
seq1175	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq1179	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
seq1180	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
